rating,title,text,date,country
1,Disgusted,Ordered tires from Walmart ten days ago. Have no clue where they are. Keep clicking on tracking option and it says same thing everyday. Says put on delivery truck but never received items. Even call the 800 number and it says same thing everyday when I enter my tracking number. Getting very disgusted.,A day ago,US
1,My phone was to be deliver last week. Now waiting at depot because William is having a temper tantrum,"My phone was to be delivered last week. The instruction’s were clear. However William at Burnt Park Drive,Red Deer Alberta, is holding it now, because I complained. DO NOT EVER USE FED EX. They are useless, ignorant, can’t follow instructions. Still waiting for my phone. I will never recommend FED EX TO ANYONE LOOKING AT THE REVIEWS I AM NO LONGER SURPRISED",4 days ago,CA
1,Always undependable and they lie,"Always undependable.  I have in the past refused to purchase if delivery was by FedEX, guess I will be doing that again.Trying to sign up for delivery manager  to have heavy package left on cart because I cannot lift it and they have already lied once about the delivery day.  Took 4-ever and then get ""delivery manager not available"".  Now I cannot delete my account I wasted so much time on without calling them, what a rotten horrible company.Not to mention I get many damaged products shipped via FedEx, which doesn't happen with UPS.",3 days ago,US
5,Package Forwarded Successfully; use web browser NOT app!,"On average, I've never had issues with FedEx.  Once or twice I might have seen a package kind of 'sit' in a loop before moving again, but thats the worst complaint I can think of.  No issues with rude delivery people, no issues with lost or extremely late deliveries. This is across three addresses over the course of 20+ years.Recently, I had an order where I failed to let the retailer know my new address.  I moved cities, 2 - 3 hours away by highway.  The retailer shipped to my old address and I freaked out.First I went to the FedEx app and was SOL.  The app had no options to deal with anything like this.  Rather than throw a baby tantrum and write a piss-poor review, I decided I should check the actual website.  Oh... wow.  You can do SO MUCH MORE via the website.  Without having to chat or talk to anyone, I was able to pay for a forwarding shipment and have the package re-routed to my new address.  Easy peasy.  Of course, because I am telling FedEx to fwd the package, it caused an additional day delay.  Package was forwarded with zero problems.  I am EXTREMELY relieved because otherwise, I would have had to take a day off from work to drive all the way back to try to intercept the package from my old address.All the complaints... I dont know, if you truly order a LOT like I do, you start to see taht ALL the companies (USPS, UPS, FedEx) have their moments of good and bad.  Teh amount of consistency we actually get from these companies in a line of business impacted by chaos and human factors is actually pretty good.But I get it.  Patience is a hard thing to keep when it comes to packages and deliveries.  It is what it is I guess.",3 days ago,US
1,Fedex is the worst company I have ever dealt with,"Fedex is the worst company I have ever dealt with. The have delayed my parcel for days, keep saying my delivery address is incorrect despite the fact that they have delivered to it in the past without issue, I have provided clear directions, landmarks, contact info. They're holding it hostage now. The company I ordered from has been forced to pick up the slack and provide a partial refund for Fedex' refusal to deliver my parcel. ANY mail service is better than this one, I guarantee it.",3 days ago,CA
1,FedEx has the worst work force. How do you make it where they never deliver to you?,I ordered a couch from Walmart and put in the delivery instructions for the packages to get delivered to the front door. The driver decided to deliver the packages to my mail room. I'm not able to get the packages in my car because they are too big. Now I have to try to pay someone to help me or rent a truck. I wish I had a choice to not have FedEx deliver packages to me. I've had too many issues with them. Still can't get my packages.,12 hours ago,US
1,Extremely shitty service,"Extremely shitty service. They won't let us choose a delivery window for free. Oka,y I understand it probably affects the route but at least deliver on the day you promised. I deliberately stayed at home all day and it said it would deliver between 9:45 and 11:45 am but it did not. It kept changing the time and in the end, just said end of day. Okay fine. I was at home all day and then the delivery person attempted a delivery at 9 pm. I was still at home. But I do not get any call or any doorbell ring. I even put up a note at the front door saying please call this number with my number but those useless people did not. Now it does not even let me keep the package on hold nor does it let me change it to pick it up from a nearby FedEx location. Very bad experience. Moreover, their entire customer service seems to be AI and voice assistant driven. I cant get hold of an actual human. It keeps cutting the calls automatically.",8 hours ago,US
1,NEVER USE FEDEX BEWARE USE A DIFFERENT…,NEVER USE FEDEX BEWARE USE A DIFFERENT SHIPPERFed ex sent me a invoice for for a overnight delivery on which i never authorized it for $156.88 after countless calls i was finally able to talk to a supervisor and have it reduced to normal delivery SHIPPED 11/23/24 RESOLVED 1/29/25 2 MONTHS.The invoice department is total incompetent all they do is follow a script.,A day ago,US
5,FedEx is the best,"FedEx is the best.  I have a particularly great driver in my area and I'm not sure how to leave a great review for such a massive company, but I'm going to try.  I'm hoping this review gets back to her supervisor (she deserves a raise).  Her name is Leslie and she works out of Rapid City South Dakota and serves my area in Lead SD.  Leslie goes above and beyond year after year and is just a wonderful person.  She is hard working, dependable and a huge asset to FedEx.  My dogs and I love seeing her come down our driveway.  She is always friendly and stocked up with dog treats.  She has a personal touch that is wonderful to see in today's world.  I can't say enough good things about her.  Employees like her are what put FedEx on top.  The other delivery services don't even come close.  Keep up the good work FedEx.","Jan 23, 2025",US
1,FedEx NEVER rings a doorbell,"Whenever I receive something by FedEx, the driver never even tries to ring the doorbell. Automatic ""failed delivery attempt"" messages, and they dare to say I was not at home when I clearly was. Today is no exception. The ""just leave it at the door"" permission also fails due to living on a 3rd floor. They don't even then automatically get it to a nearby pick-up spot, you have to ask for it on their website and of course it will only happen with at least 1 day delay... I hope at least they won't mess up that!",3 days ago,DK
1,This is the worst company I've ever…,"This is the worst company I've ever dealt with. They have no one in the United States answering the phone. So they give you no resolution or help with ANY DELIVERY ISSUES. I have had two packages returned to sender because their website, didn't reroute my package twice now. By the way, why are you delivering in the morning, people work. IDIOTS",4 days ago,US
1,Overnight Delivery Paid $50 and Not Arrived,My company paid $50 for an overnight delivery via Fed-Ex. Received an email this morning stating would be delivered between 9:10 a.m. and 11:10 a.m. Once 11:10 a.m. passed then showed package would be delivered by 5 p.m. Trying to speak with a live person is impossible! Never will I use Fed-Ex!!!!,1 days ago,US
1,I wish I had known my goods was shipped…,"I wish I had known my goods was shipped with this joke of a company, as per my previous experience, its the very worst… their “customer service “ is one of the worst in the business.. stay away from these clowns",A day ago,MX
1,Delivery is a nightmare,The driver will leave the package anywhere convenient to them and not follow the directions or just common sense.  A heavy package was delivered to our only access door which opens out leaned the package against that door in a snow pile and the box was cardboard.  We have asked packages from FedEx be delivered to the garage so that the contents are exposed to the weather and I can open my door.  NO LUCK!!!,3 days ago,US
1,Delivery has recently become a nightmare in Saudi Arabia,The online company i order my Pet's food from (my pet is a rabbit that is very ill and needs special food) used Fedex to deliver this very URGENT food. Fedex took FIVE DAYS to deliver the package and my pet had to be rushed to the Emergency Vet. I called Fedex Customer Service more than seven times to try to get my parcel moving but the representatives especially the females are very very rude. I can put their names on here but I'll restrain myself. I would NEVER recommend anyone to use Fedex EVER. ITS A NIGHTMARE and I literally sobbed the whole day and night because those inefficient staff couldn't transport my package from one Fedex Station to the other. Please someone help. They should not get away with this so easily.,3 days ago,SA
1,Costumer service is the absolute worst,"Costumer service is the absolute worst. Packages never arrive when vendor uses FedEX. Twice on an order, the shipping address was updated and it lands on the other side of the country. This happened at Christmas for my son and then again for his birthday so he never got his present, the shipping address was updated by Fed EX and package never came. I’ll never order from a vendor that uses FedEx as their delivery service again ever How in the world does does that happen? FEDEX is incompetent.",3 days ago,US
1,Worst shipping company I have ever encountered,"358 / 5 000My package, which was picked up by FEDEX, just sat in the FEDEX warehouse for over a week, they didn't do anything with it, they didn't touch it. You can only reach them through the stupid CHAT channel, where you always have to start explaining things from the beginning. They promised to call me back and fix the problem, but nothing happened. The package tracking system is a piece of shit.",4 days ago,TH
1,Horrendous service,Horrendous service.  This is the second package they’ve lost or not delivered in the last two weeks.  This time they claim business was closed - I’m residential.  I’ve also been home all day and my cameras show no delivery attempts. Customer service is awful - they just log a complaint and that’s the last you’ll hear of it. UPS is so much better.,2 days ago,US
5,Outstanding customer service,"I was having an issue with a company I had ordered from not following through on a case conclusion and Michael H from fed ex uk went above and beyond. Outstanding customer service and such detailed response and always providing updates either by phone or email. Don’t have enough good things to say about this experience, thank you. Alex","Jan 17, 2025",GB
1,WORST CUSTOMER SERVICE EVER EXPERIENCED…,"My tracking has not changed since 6:00 a.m. My package is supposed to be here today. FedEx truck drive past my house twice, still no delivery. There IS NO WAY TO TALK TO A HUMAN AT CUSTOMER SUPPORT! THIS IS THE WORST EXAMPLE OF CUSTOMER SERVICE FOR A COMPANY!",2 days ago,US
1,I have been waiting for a week to…,"I have been waiting for a week to receive a package. I keep getting confusing and conflicting information via FedEx emails and customer support. I have waited hours day after day being told the package is out for delivery. Yet, it never comes. I was told no signature required. Then I was told someone had to sign. I was told FedEx no longer has the package but that the Post Office does. I was told it is back with FedEx and many other random bits of information. I’m going to contact the shipper.",4 days ago,US
1,My cousin shipped some18 kg stuff to…,"My cousin shipped some18 kg stuff to Canada for me and our other relatives from Abu Dhabi to Waterloo, as per the tracking the box disappeared in Memphis, Tennessee, the shipment was worth around $1200. There were new clothes, Abayas, books some dry food items. We were communicating with Fedex back and forth but they did not compensate us, all they wanted is just to pay us for the shipment which was around $100. The worst experience ever. Never will we use Fedex ever again especially going through US. Apparently it happened before with my cousin, the package was tempered with and some stuff were stolen.",4 days ago,US
1,Fedex = Thieves!,"Fedex = Thieves!Got quoted 2nd day air for $1900.00 + on a couple large boxes. No problem, the customer was expecting this and paid for it.Two weeks later Fedex comes back at me with a bill for $511.00 with fake weights and overcharges. Won't honor their quote when they were given all proper details up front",Updated 2 days ago,US
1,Threatening behaviour - avoid!,"My daughter bought my son a present, delivered to his house. My son was asked to pay the tax. He explained he wasn't aware of the order details and they needed to contact the person who ordered. What did FedEx do? Called in a collection company who are making all sorts of unpleasant threats. Disgusting behaviour.",5 days ago,GB
1,FedEx needs to clean house,"FedEx needs to clean house Rosa Tavares' rosa.tavares_fedex.com. 'Carlos Rodriguez (OSV)' carlos.rodriguez.osv_fedex.com. the worst shipping experience I have had in years. need to get parts for my bobcat shipped from USA to Canada, I even used FedEx to clear customs. I cant believe how easy it is for the whole FedEx team to cast blame on to other team members and then say Sorry after a month of messing around we cant help you. I have dealt with over 12 people from start to finish. and still not able to get a package over the boarder? you need to do better is an understatement, half of your work force needs to be retrained of fired for incompetence. I will never use FedEx as long as I live hard it is for them",3 days ago,CA
1,I agree exactly with the person that…,"I agree exactly with the person that wrote about the company making up reasons why they can’t make a delivery. Mine was said the wrong address which two weeks ago I received a package from the same company with no problem now this week excuse is the wrong address numbers if your drivers don’t wanna work or can’t read or can’t see addresses should get rid of them. And if they gave me the option of zero, I would’ve picked that for STARs.",6 days ago,US
1,FedEx sux dix,"I’ve had a package that was supposed to be delivered on 18 JAN 25. My delivery was at the hub in my town and sat there for 10 days. I received updates that my package was out for delivery and then a few hours later, it was back at the hub. This shit wouldn’t fly with UPS. It’s the 28th and I received a message that a problem occurred and my package is damaged. Hmmmm?  I wonder why you degenerates. Maybe because you keep loading my shit on and off a truck and you’re probably throwing that shit around.",3 days ago,US
1,Shitty customer service,Shitty customer service. No one can help you unless you have your account number memorized. Website is trash... Can't find my prepaid tracking label information on MY account to see if the receiving party has shipped my item. Why can't these companies do better?!?,6 days ago,US
1,Fedex lost my package,"Fedex had lost my package so i called them to see what i could do. The lady was extremely rude and actually hung up on me. So i called back to speak to a supervisor, but my request was denied. Once i did get to talk to another person all they were capable of doing was sympathize with my frustration. They offer no solutions. They basically told me there was nothing i could do that they were not responsible.",5 days ago,US
1,You pay insurance for 2000,"You pay insurance for 2000, 5000 unlimited amount and when you call to make a claim they said they only can’t be responsible for 1000 and if the item need to be fix they can’t pay the Insurance . Horrible experience They can’t transfer with a manager",4 days ago,US
1,This has to be the absolute world’s…,"This has to be the absolute world’s worst service, I would recommend UPS or USPS over them any day. I have been waiting on a package since the 7th it’s at my local fedex location and I try to pick it up and it’s nothing but racist black folks telling you “you wait until it’s delivered, we can’t find the package” 10/10 DO NOT RECOMMEND.. CLOSE THIS PLACE DOWN..",6 days ago,US
1,Rude Staff and Constant Delays,"FedEx has been an absolute nightmare to deal with. My delivery has been repeatedly postponed without any clear explanation, forcing me to stay home multiple times for nothing. The lack of communication and accountability is beyond frustrating.On top of that, their customer service is useless. It’s impossible to chat with a real person, and their chatbot is completely incapable of answering even the most basic questions. When I finally managed to interact with a representative, they were rude and dismissive, offering no real help.This experience has caused major inconvenience, and I will definitely avoid using FedEx in the future. If you need reliable service, look elsewhere.",7 minutes ago,IT
1,Managed by incompetents,"FedEx really need to get their stuff together. They need to replace their management with competent people.They had the audacity to customs clear a parcel containing some sports goods samples of no commercial value whatsoever and send me the link to pay for £4 of VAT plus almost £5 of disbursement fees that weren’t needed in the first place.Another time, I was receiver of a parcel whose shipment costs I would have paid. And they charged me almost £40 for a parcel that could have cost 4 times less, without first asking me what type of service I wanted. Obviously I disputed the charge and I received an absurd reply to my complaint more than 2 months later… Thankfully my bank got me my money back.People, if you care for your health and your money, DO NOT CREATE AN ACCOUNT WITH FEDEX. I repeat: DO NOT CREATE AN ACCOUNT WITH FEDEX!",5 days ago,GB
1,Lost parcel,"I am very disappointed that my lost parcel was not located, and that the company chose to close the case despite my payment for FedEx delivery through forward2me.  They have disclaimed all responsibility, leaving me without my parcel and feeling that I have lost both my money and my trust in the company. What has happened to my parcel?",4 days ago,GB
1,Here is a genuine review,"If you want to ship read here it's a genuine review 1.FedEx is the worst parcel delivery company with worst customer care 2.Delayed of package My package was sent from India on 14/01/2025 still didn't receive on the estimate delivery date, it's fine if it delay for 1 to 2 days but it took more than one week of delay Slowest service in the world.",6 days ago,BT
1,It takes effort to be this bad at a service,"My last package took three failed attempts, even though I was home each time, and when it finally arrived, it was damaged.Now, my current delivery is missing—they made one attempt a week ago, and nothing since. I've contacted support daily, but all I get is, ""We’ll make a ticket and resolve it within 24 hours."" Yet, nothing happens.I’ve now escalated it to the vendor, hoping they can pressure FedEx into action.","Jan 23, 2025",CA
1,FEDEX IS AN AWFUL DELIVERY COMPANY. …,We had a text to say our package would be arriving between 8am - 12.30pm. The package arrived after 4pm and no one was in. Nobody rang to ask where to leave the package and it's impossible to speak to anyone.,16 hours ago,GB
1,Awful company,"Awful company. Waited in all day for 2 days running. The drivers lie about attempted deliveries.You are told any time delivery before 6pm, which you wait in for, then at approx 3pm you receive an email saying missed delivery package will be delivered next day.Either the drivers are completely dishonest or completely incompetent either way a totally SHIT company","Jan 22, 2025",DK
1,This company needs to investigated by…,This company needs to investigated by the Federal Trade Commission and a class action lawsuit needs to be filed on behalf of every customer they have had. This is a perfect example of how not to run a company and a total lack of leadership. Hopefully they are being setup for a short sell and soon they will just be out of the pictures. The truly unfortunate part is I can't even point to just one time they have completely failed because it is every time I have something shipped to me using FedEx they completely fail.,6 days ago,US
1,Worse  company to have a package…,Worse  company to have a package delivered!! Always an excuse for them not delivering a package. I am waiting on vaccines that should not sit in the carton for days and still no delivery today. THis company really needs to be shut  down because the workers are the worst and know one gives a damn about doing their jobs. I never ship anything Fedex  and this is why,6 days ago,US
1,"Package detoured 2,300 miles out of way","Package shipped from Arizona to Washington State, was due to arrive on 1/20/2025.  Made it to Portland, Oregon (90 minutes from my house) on 1/18/2025 (so far so good), then shipped to Indianapolis, Indiana on the 20!  It is now the 24th and it has been sitting there idle for four days!! Called customer service (an ordeal by itself, you have to get past the robotic gatekeeper) and they said they have until the 28th to deliver it and I should just wait.  No explanation why they shipped it 2,300 miles East when it was less than 100 miles from my house at one point.",7 days ago,US
1,"Used to be 5 stars, now down to 0","Up until a few months ago I would have given 5 stars but not anymore. Now tracking shows they will ""arrive today"" while tracking history shows the package  hasn't even arrived at the final facility before it gets on the truck. What follows is a daily notice that delivery is updated or delayed for no obvious reason. If you call customer service you will notice the automated system has no option for speaking to a real person. After many attempts I found out you need to say ""I want to speak to a real person."" Once you finally get a hold of someone the package is usually delivered the next day.","Jan 23, 2025",US
1,If I ran a business like the way they…,If I ran a business like the way they do I would be looking for a job in a week.  We have been waiting over a month for packages that (according to the fedex site) have been out for delivery at least 10 times.  And sadly this isnt unusual for them.   Avoid at all cost.,3 days ago,US
1,Received a threatening letter today…,"Received a threatening letter today demanding a £67 payment with no details other than an invoice number and amount. Fedex website claims the invoice number and amount are invalid. Cannot confirm/pay due to this nor can I confirm the amount without an account number.Support refuse to assist, telling me that ""The system is broken"" and that I should just send the money via bank transfer. Confirmed that I have been speaking to Fedex personnel but stuck in this dystopia nightmare of being told they will take legal action but also refuse to take payment.",6 days ago,GB
1,fed ex sucks cox in hell they are…,"fed ex sucks cox in hell they are useless scumbag terrorists ,, I wish extreme punishment I'll Fate to Fed Ex ,,,",2 days ago,US
1,I am a 72 year old man with bad knees,"I am a 72 year old man with bad knees. My wife just had spinal surgery. I was away at time of delivery, but my daughter was visiting and driver was gone beforeshe answered the door. He dumped the chair from Home Depot in the middle of my driveway. He did not place it on the covered porch. He did not place it anywhere near the porch steps (facing the driveway)",2 days ago,US
1,Fedex is the worst company I've ever…,"Fedex is the worst company I've ever known. I ordered something on  temu, because the dresser has been since May 22, today, the 27th, they will tell me it's damaged. They don't respect people.😡😡😡😡😡😡",4 days ago,US
1,"""Unreliable Delivery Service""","I honestly don’t understand how FedEx stays in business. I ordered a new bed for my new place, and the tracking said it would arrive on Monday—the same day I moved in. Perfect timing, right? Wrong. It’s now five days later, and I’ve had nothing but delays and false promises, with delivery windows like “10:50 am to 2:50 pm” that lead to... nothing.If I’d known Ashley Furniture uses FedEx, I would have shopped elsewhere. Lesson learned—always check the carrier before buying. Thanks to FedEx, I’ve been sleeping on the floor for a week. I’m trying not to go to my local FedEx hub, but I’m beyond frustrated at this point.Avoid FedEx if you value reliable service!",7 days ago,US
1,Horrendous company,"Horrendous company, never use. Item never delivered and no form of compensation offered, many wasted hours only for them to return it .",3 days ago,GB
1,I am not sure why this company still…,"I am not sure why this company still exist! I pray it ends soon! They never deliver anything! I believe they have a pre-written note saying 'We missed you"" from their offices. Once you are not sitting outside in the cold to receive your package, I can bet it wont be delivered. They will get to your door, not even a knock and will drop a note that they missed you. I have had several AWFUL experiences before I deciding to talk. No serious organization that needs to give you an important document should ever use this people.  My rating is zero! sorry for the one star.",7 days ago,CA
1,They never deliver my package…,They never deliver my package correctly. Always missing. Says delivered and when I check not here and online shows delivery picture of someone else's porch. When I try to report package missing on fedex.com I put my address in and it says not recognized. I feel like delivery driver is purposely not delivering correctly. I see fedex on my block all the time. Happening once Id shrug it off but this is EVERYTIME!!! Makes zero cents. Specially since other ppl in my household get their packages no problem.,"Jan 22, 2025",US
1,2nd worse nightmare of my life,"I paid for a package overnight. After three days of nothing I started calling supervisors. One supervisor said it was an ""operational error"" that it didn't ship on time. Another one said they don't ship on Suns. OK Ill give them an extra day. Every day for five days I was told it would be delivered ""today"". One supervisor gave me a location it would be before delivery and I could go pick it up. After circling a walgreens three times I called another supervisor. She said, ""rest assured its on its way...""...Are you kidding me? Why was I given this address by a supervisor if there's no FedEx there??! She had no answer. The worst part is that the agents have v thick accents and I cant understand Them!! Horrific customer service!!",7 days ago,US
2,Today when I came home from an…,Today when I came home from an appointment there was eleven of packages at my apartment door! Five of them were mine. But the other six were not. It appeared that they belonged to residents in the building. My immediate thought was that the delivery person was lazy! I checked the tracking numbers of each package that was not mine. They all showed with my email and a photo of them in front of my door. That is absolutely ridiculous! I called FedEx to let them know and to file a complaint. Last month my packages were even brought in the building! They were stacked outside near the entry way of the building. FedEx does is NOT dependable! Some of the people they have hired don't even have common sense.,"Jan 20, 2025",US
1,My package has been delayed over three…,"My package has been delayed over three weeks. While being in a location 30mins from me. Called support multiple times, only to have them lie to me and avoid responsibility. Literally the worst delivery service in our country. 10/10 do not recommend. Avoid at all costs. A blind dog at the post office would deliver your packages faster in a hurricane","Jan 22, 2025",US
1,Same as all the others excuses for lack…,Same as all the others excuses for lack of delivery that are not true. Paid for 1 day because it was as an important medication I needed and here I sit 4 days later. Called and the online support said it would be delivered today. Again lies,5 days ago,US
1,FedEx is the worst shipping company!,"From now on before I order from anyone online I will start to see if FedEx is their carrier and if so I will just refuse to order. I don't care how bad I want or need something, I simply refuse to use such a totally inept shipping company. Everything I order makes it about halfway in its journey and gets to one of their shipping hubs and it's literally like a black hole, it's either lost or just stuck there. This happens almost EVERY time. Their customer service is non existent and if you paid for overnight or fast shipping they don't care. They'll get it to you on their own terms with no refund. I hate to imagine someone waiting on something so important that it could cost them their jobs or clients or money because FedEx isn't getting it to you on time!! They are an atrocious, horribly managed corporation that needs to go bankrupt.",7 days ago,US
1,FedEx SUCKS!,"If I could give this lazy inept company less than a 1 star rating, I would. The delivery is NEVER NEVER on time!!! At least they are consistent in their horrible lack of service! Why does any company ship with these morons! FedEx SUCKS!",6 days ago,US
1,My medical supplies shipped priority…,My medical supplies shipped priority have been out for delivery for seven days still not here. I called the company to have a replacement sent because of FedEx's incompetent service. The last delivery was left in the rain. Customer service is non-existent.,3 days ago,US
1,Awful company,"Awful company.  Waited in all day for 2 days running. The drivers lie about attempted deliveries. You are told any time delivery before 6pm, which you wait in for, then at approx 3pm you receive an email saying missed delivery package will be delivered next day.Either the drivers are completely dishonest or completely incompetent either way a totally SHIT company.","Jan 20, 2025",GB
1,Invansion of privacy,"We have asked the FedEx driver to leave packages at the gate or around the back of the gate. They have done it for over a decade without problems. The FedEx driver ignored the no-trespassing sign, walked up the long driveway to my door invading my privacy, and left it on a chair. The address was not even our address. They should have both my and my partner Wayne H. Scott name and number on file. This has us disturbed including our daughter. We don't want it to happen again.",6 days ago,US
1,Just awful,Just awful - late delivery’s that never show up & now I’m told they have delivered it…..have no idea who too but it wasn’t me.,A day ago,GB
1,As soon as I see a vendor shipped my…,"As soon as I see a vendor shipped my package fedex, I automatically know I'm not seeing that package this month, maybe never with the way they do business..back in the 80s and 90s they were actually admired, I think they need a ceo and restructuring from top to bottom",6 days ago,US
1,Garbage drivers,"Can't read numbers, delivery times just change on a whim despite paying an arm and a leg for things to be delivered at a certain time only to have the illiterate driver not be able to read giant house numbers and mistake 12 for a 14. Imagine charging a premium price for utter shit tier service. Fed Ex is a joke and the CEO should be terminated.","Jan 21, 2025",US
1,Don’t use Fedex,"I had a schedules pick up for a next day delivery and the driver came never picked upThe package and actually never got out of the truck.  I called at 5:30 to make sure they were picking up the package and they said no, there was no driver available.  Really, this is federal express.  So much for next day guarantee, you can’t even get them to pick up a package!  If anyone from FedEx cares, but I doubt it my confirmation number is DXRA3036 and the camera has documentation if anyone cares, but obviously they don’t.","Jan 24, 2025",US
5,Dan at the Lee’s Summit Missouri…,Dan at the Lee’s Summit Missouri location offered assistance and was very helpful with my medical information to my corporate office I will recommend this location to all,3 days ago,US
1,The worst!!!,"Poor, poor, poor customer service in the Lexington SC area. Supervisors don't return calls as they should and the agents are rude. They go out of their way not to help you. I have a package that is 4 days late and they have the audacity to have an art with me because they all keep giving different excuses. Lexington, SC needs a makeover. Start from the top and work down way down or listen to some of their calls.",6 days ago,US
